player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Torrey Craig,craigto01,2022,RS,PHO,1193,562,-1.787797495832028,.0745678675066092,-1.713229628325418,-2.4684415766866,.2487626325856515,-2.219678944100949,-2.062797051729892,.0487479436669896,-2.014049108062902,.2117764123301401,.2117764123301401,0,-2.16733339613039,.6162898337082583,-1.551043562422131,.3580063648749001
Torrey Craig,craigto01,2022,RS,IND,2144,1034,-2.064747604515611,.8170921274522305,-1.24765547706338,-3.195579071663472,-2.144905649878928,-5.340484721542399,-2.420548015243048,.3040672780252219,-2.116480737217826,.3327736727404245,.3327736727404245,0,-2.394619517140072,-.4461532231314305,-2.840772740271502,-.4300959816605428
Jae Crowder,crowdja01,2022,PO,PHO,752,383,-1.14924542814987,1.006500308882228,-.1427451192676419,.1823936481474465,-5.65456497292912,-5.472171324781674,-.9764168006429561,-.2820012173766306,-1.258418018019587,.306909421878938,0,.306909421878938,-1.304285850491155,-.2590250619212444,-1.563310912412399,2.040103945732746
Jae Crowder,crowdja01,2022,RS,PHO,3971,1886,-.5906420250009613,2.079307255321408,1.488665230320446,1.092984081268732,1.053759732578088,2.14674381384682,-.2944137835142397,1.929145981939518,1.634732198425279,4.234494478928275,4.234494478928275,0,.2751035372614344,2.581491266649364,2.856594803910798,.3636390530567588
Jarrett Culver,culveja01,2022,PO,MEM,49,22,-11.25134886988021,.9645760627316353,-10.28677280714858,-21.12740211997953,-4.395053772297997,-25.52245589227753,-14.05737678620691,-.2040872859867995,-14.26146407219371,-.1332011231273291,0,-.1332011231273291,-9.554686392857445,1.348718768700317,-8.205967624157127,-.0439386682089713
Jarrett Culver,culveja01,2022,RS,MEM,727,338,-2.092360026616619,-.0702763999206796,-2.162636426537298,-3.445614971639452,.3380278785896837,-3.107587093049768,-2.562501319311017,-.0457431892744958,-2.608244508585513,.0245157807037137,.0245157807037137,0,-1.82437603920801,.6593231537113391,-1.16505288549667,.287941532386859
Jarron Cumberland,cumbeja01,2022,RS,POR,25,12,.854277135414924,-11.41834394377922,-10.5640668083643,14.00543253420772,.7699703040829493,14.77540283829067,3.724686409566473,-9.446515694025639,-5.721829284459165,-.0180138133358381,-.0180138133358381,0,.0804071419212742,-11.83769116744678,-11.7572840255255,-.9943510686453709
Cade Cunningham,cunnica01,2022,RS,DET,4294,2088,-2.123757274593707,-.2931608230167367,-2.416918097610444,2.094021326187738,-1.032392291123257,1.06162903506448,-1.245654403744281,-.4313087311686017,-1.676963134912882,1.150719924032322,1.150719924032322,0,-1.187085746507697,.159714255254985,-1.027371491252712,.6663040504694765
Seth Curry,curryse01,2022,PO,BRK,254,132,4.411288658785868,-3.736102885147938,.6751857736379301,6.366392626794918,-1.930788298939317,4.435604327855601,4.963390814875891,-3.508114348423166,1.455276466452725,.2778819648613169,0,.2778819648613169,7.739081196582255,-3.144882831584536,4.59419836499772,-4.732588749077316
Seth Curry,curryse01,2022,RS,BRK,1176,569,3.176570436793629,-.578585621594362,2.597984815199267,2.927496937688797,.0613051218924446,2.988802059581242,3.294626725945619,-.4634474727205909,2.831179253225028,1.616477025052371,1.616477025052371,0,3.435841910079761,-.1403364344138417,3.295505475665919,-.2321035329001719
Seth Curry,curryse01,2022,RS,PHI,3136,1566,.4308641328951582,-1.128430003976607,-.6975658710814491,-.2482743145901093,-.473150646573865,-.7214249611639743,.2939019723757322,-1.069932415639079,-.7760304432633472,1.567684849842657,1.567684849842657,0,.258389774686293,-.3279476696126807,-.0695578949263877,-.6000825936629434
Stephen Curry,curryst01,2022,PO,GSW,1495,724,7.72371635144872,.3032963334921049,8.027012684940825,5.678843648307584,.4207921235861637,6.099635771893748,7.714476567334727,.2894230029546349,8.003899570289361,4.189881145814483,0,4.189881145814483,8.777772686476929,.8088089968617179,9.586581683338647,2.207843709624701
Stephen Curry,curryst01,2022,RS,GSW,4644,2211,5.532597304529433,-.3522834325908059,5.180313871938627,4.488179835418259,3.854836334817355,8.343016170235614,5.634137847280449,.4592110278409944,6.093348875121444,10.14634141214002,10.14634141214002,0,6.11786903643396,.9808372161438312,7.098706252577791,1.710016772508694
Anthony Davis,davisan02,2022,RS,LAL,2977,1404,.5001515234499296,2.609206428038555,3.109357951488485,-3.773479813814251,2.64294090859684,-1.13053890521741,-.3352950675464607,2.791780176020546,2.456485108474085,3.735978868726108,3.735978868726108,0,.2053285303795799,2.352347464522503,2.557675994902083,.173359771595391
Ed Davis,davised01,2022,RS,CLE,407,201,-3.280364254743087,-.7609232755807949,-4.041287530323882,-7.031594082220622,9.549001638350408,2.517407556129786,-4.27482480741276,1.296164771302845,-2.978660036109915,-.0232323376220985,-.0232323376220985,0,-5.059225322117267,.918647107778698,-4.140578214338569,-.9245588792152182
Terence Davis,daviste02,2022,RS,SAC,1148,536,1.170251249728597,-.3274974536356013,.8427537960929955,4.455364380335649,2.432310731074347,6.887675111409996,1.955992264181579,.2787545948777863,2.234746859059365,1.378796050652563,1.378796050652563,0,1.71317727132441,-.4156134212102249,1.297563850114186,1.146723673931628
